,Title,Authors,Link,Abstract,Keywords
312,تأثیر سرمایه‌گذاری مستقیم خارجی، نرخ ارز حقیقی و آزادسازی اقتصادی بر صادرات غیرنفتی ایران (همراه با آزمون علیت تودا یاماموتو),"['خسرو  پیرایی', 'مونا  تاسان', 'محمد  دانش نیا']",https://jte.ut.ac.ir/article_54097_db46f35a01846d856d7fcee3476f6b34.pdf,"وابستگی اقتصاد کشور به درآمد‌های نفتی و مشتقات این دسته از فرآورده‌ها سبب شده اقتصاد کشور به‌شدت تحت تأثیر نوسانات و بی‌ثباتی‌های ناشی از قیمت‌گذاری این محصولات قرار گیرد. بنابراین، توسعة صادرات غیرنفتی، ضروری به‌نظر می‌رسد. این تحقیق به دنبال بررسی علیت و تأثیر سرمایه‌گذاری مستقیم خارجی، آزادسازی اقتصادی و نرخ ارز حقیقی بر صادرات غیرنفتی ایران است. در این پژوهش از آمار سالیانه، طی دورة زمانی 1353 ـ 1387، روش خودتوضیح برداری ((VAR، و علیت تودا- یاماموتو استفاده شده است. نتایج به‌دست‌آمده نشان‌دهندة تأثیر مثبت و معنی‌دار آزادسازی اقتصادی، سرمایه‌گذاری مستقیم خارجی، و نرخ حقیقی ارز بر صادرات غیرنفتی است. همچنین، وجود یک رابطة علیت از طرف نرخ ارز حقیقی و درجة بازبودن اقتصادی به صادرات غیرنفتی به‌اثبات می‌رسد.
طبقه‌بندی JEL: F19, F21, F31, F41","['آزادسازی اقتصادی', 'روش خودتوضیح برداری', 'سرمایه\u200cگذاری مستقیم خارجی', 'صادرات غیرنفتی', 'علیت تودا- یاماموتو', 'نرخ ارز حقیقی']"
313,برآورد ارزش اقتصادی- حفاظتی ویژگی‌های مختلف اکوسیستمی تالاب گاوخونی: الگوی مدل‌سازی انتخاب و لاجیت شرطی,"['سید پرویز  جلیلی کامجو', 'رحمان  خوش اخلاق', 'سعید  صمدی', 'غلامحسین  کیانی']",https://jte.ut.ac.ir/article_54098_2ceec3e3d615799d4d8bd06633074e80.pdf,"هدف از این مطالعه، برآورد ارزش حفاظتی ویژگی‏های مختلف اکوسیستمی تالاب گاوخونی با استفاده از روش آزمون انتخاب و مدل لاجیت شرطی است. داده‏های مطالعه مستخرج از 500 پرسشنامة آزمون انتخاب در نیمة اول سال 1392 در شهر اصفهان و ورزنه تکمیل شده است. پس از حذف پرسشنامه‏های ناقص و مرحلة پیش‌آزمون، 7327 ردیف دادة نهایی از 407 پرسشنامة آزمون انتخاب در قالب 6 پرسشنامة مختلف و 2442 مجموعه انتخاب، که هر مجموعه انتخاب دارای دو سیاست فرضی به علاوه یک گزینه وضعیت کنونی است، استخراج شد. نتایج حاصل از مدل لاجیت شرطی مبتنی بر تئوری ارزش لانکستر و تئوری تابع مطلوبیت تصادفی نشان می‏دهد که بازدیدکنندگان به منظور حفظ تنوع و پوشش گیاهی و جنگلی تالاب، حفظ زیستگاه‏های طبیعی و حیات موجودات تالاب، حفظ بهداشت تالاب، و افزایش سطح آب تالاب (افزایش آب ورودی به تالاب) به ترتیب 1080، 1670، 1460، و 559 تومان تمایل به پرداخت نهایی دارند. متغیرهای اقتصادی‌- اجتماعی، مانند جنسیت، تأهل، سن، تحصیلات، مخارج ماهیانة خانوار، و بومی‌بودن باعث افزایش تمایل به پرداخت‌ها شده است. نتایج محاسبات مازاد رفاه، که برای ده سیاست فرضی محاسبه شده است، ابزار کاربردی مهمی در اختیار سیاست‌گذاران قرار می‏دهد.
طبقه‌بندیJEL: Q51، Q53، D46، D62","['ارزش\u200cگذاری', 'الگوسازی انتخاب', 'تالاب گاوخونی', 'تئوری لانکستر', 'لاجیت شرطی']"
314,تأثیر متقابل قیمت نفت خام و عرضة انرژی‌های جایگزین (آزمون تودا و یاماموتو),['کیومرث  حیدری'],https://jte.ut.ac.ir/article_54099_612da1fbf66abed2f546bae5b849653c.pdf,"با افزایش قیمت نفت، از یک طرف، انتظار می‌رود مصرف منابع انرژیِ جایگزین افزایش یابد و مصرف‌کنندگان نیز رفتار خود را با هدف کاهش شدت مصرف انرژی تغییر دهند. از طرف دیگر، گرایش به مصرفِ بیشتر انرژی‌های جایگزین می‌تواند به کاهش تقاضای کل نفت خام بینجامد. بدین ترتیب، رابطة متقابل بین قیمت نفت خام و مصرف انرژی‌های جایگزین سؤال اصلی تحقیق محسوب می‌شود. برای پاسخ به این سؤال، مدل خودتوضیح برداری با استفاده از آزمون تودا و یاماموتو به‌کار گرفته شد. حوزة مطالعه اقتصاد جهانی و دورة مطالعه سال‌های 1969 ـ 2011 انتخاب شد. نتایج به‌دست‌آمده تأثیر متقابل قیمت نفت و عرضة انرژی‌های جایگزین و عدم تأثیر انرژی‎های جایگزین بر شدت مصرف انرژی و برعکس را نشان می‌دهد. همچنین، تأثیر یک‌جانبة قیمت نفت خام بر شدت مصرف انرژی نیز تأیید می‌شود.
طبقه‌بندی JEL: Q31,Q41,Q42","['تودا- یاماموتو', 'تولید ناخالص جهانی', 'شدت انرژی', 'علیت گرنجر', 'منابع جایگزین', 'نفت خام']"
315,تحلیل منحنی S در روابط دوجانبة تجاری ایران و شرکای عمدة تجاری (1371 ـ 1390),"['سید کمیل  طیبی', 'همایون  شیرازی', 'نرگس  سخندانی']",https://jte.ut.ac.ir/article_54100_a7f288ad454346e99b9d4d161fe91d7d.pdf,"تغییرات نرخ ارز می‏تواند باعث بهبود یا کسری تراز تجاری شود. به همین دلیل سیاست‌گذاران اقتصادی همواره به تنزل یا تقویت پول ملی توجه کرد‌ه‌اند. این تغییرات به بروز آثار متفاوتی در حجم تجارت یک کشور در کوتاه‏مدت و بلندمدت منجر می‏شود. آثار بلندمدت با عنوان شرط مارشال- لرنر شناخته می‌‏شود و آثار کوتاه‏مدت با دو مفهوم تحلیل می‌شود: منحنی J؛ منحنی S.
در این مطالعه به منظور بررسی وجود منحنی S در ایران همبستگی متقاطع دو متغیر تراز تجاری و نرخ واقعی ارز با استفاده از داده‌‏های دوطرفة تجارت بین ایران و 21 شریک منتخب تجاری در دورة زمانی 1371 ـ 1390 محاسبه شده است. در این مطالعه از آمار دوجانبه استفاده شده است.
بر اساس نتایج به‌دست‌آمده، وجود منحنی S شکل در رابطة تجاری ایران با دوازده شریک عمدة تجاری دیده می‏شود و این الگو با نُه کشور سوریه، پاکستان، قطر، ارمنستان، کویت، آذربایجان، کانادا، آمریکا و هنگ‏کنگ تأیید نمی‏شود. از جمله نتایج دیگر این پژوهش، تأیید اثر هاربرگر- لارسن- متزلر در روابط تجاری ایران با اکثر شرکای تجاری‌اش است. با توجه به نتایج به‌دست‌آمده، تغییرات نرخ ارز به بهبود موقتی تراز پرداخت‏های ایران منجر می‏شود، اما این بهبود پس از مدتی باعث کاهش نرخ ارز می‌‏شود.
طبقه‌بندی JEL: F1، F14، O24","['اثر هاربرگر- لارسن\u200c- متزلر', 'منحنی S', 'نرخ ارز واقعی', 'همبستگی متقابل']"
316,بررسی درجة انتقال نرخ ارز بر سطح قیمت‌های‌ مصرف‌کننده تحت شرایط انحراف نرخ واقعی ارز: مطالعة موردی ایران,"['علیرضا  کازرونی', 'فاطمه  سلیمانی الوانق']",https://jte.ut.ac.ir/article_54101_cefa3d2186c00ce2b675529970cb4be9.pdf,"هدف اصلی این مطالعه، بررسی درجة انتقال نرخ ارز بر شاخص قیمت مصرف‌کننده با درنظرگرفتن انحراف نرخ واقعی ارز در ایران با استفاده از داده‌های سری زمانی طی دورة زمانی 1353 ـ 1387 است. بدین منظور، نخست، با به‌کارگیری روش ARDL، انحراف نرخ واقعی ارز از مقادیر تعادلی بلندمدت محاسبه شد. سپس، میزان انتقال نرخ ارز بر شاخص قیمت مصرف‌کننده با درنظرگرفتن انحراف نرخ واقعی ارز بررسی شد. نتایج تخمین مدل انتقال حاکی از آن است که درجة انتقال نرخ ارز در کوتاه‌مدت بسیار اندک است، اما به مرور زمان به‌شدت افزایش می‌یابد. اما، همچنان درجة انتقال ناقص است. همچنین، نتایج نشان می‌دهد رابطة مثبت و معنی‌داری بین انحراف نرخ واقعی ارز و شاخص قیمت مصرف‌کننده وجود دارد و اثر انحراف نرخ واقعی ارز بر شاخص قیمت مصرف‌کننده به مرور زمان افزایش می‌یابد.
طبقه‌بندی JEL: C22, E31, F31","['انتقال نرخ ارز', 'انحراف نرخ واقعی ارز', 'شاخص قیمت مصرف\u200cکننده', 'نرخ ارز تعادلی']"
317,مقایسة تطبیقی سیستم‌های مختلف تقاضا در تبیین رفتار مصرفی خانوارهای شهری,"['پرویز  محمدزاده', 'داود  بهبودی', 'صمد  حکمتی فرید']",https://jte.ut.ac.ir/article_54102_818aae9d5ff15232a9fba7fec0398145.pdf,"انتخاب بهترین مدل تقاضا برای تبیین رفتار مصرف‌کنندگان و تعیین فرم‌های تبعی آن همواره به عنوان یکی از مسائل اقتصاد خرد مطرح بوده است. در این مقاله با معرفی خانوادة توابع تقاضای دیفرانسیلی آیدز (AIDS)، سی بی اس (CBS)‌،ان بی آر (NBR)، و روتردام به برآورد تجربی این توابع به کمک داده‌‏های خانوارهای شهری کشور طی سال‌های 1350 ـ 1391 پرداخته شده است. در این مطالعه از روش اس یو آر[1] (SUR) برای برآورد مدل در پنج گروه عمده‌ـ خوراک، مسکن، پوشاک، لوازم و اثاثه، و متفرقه‌ـ استفاده شده و، ضمن محاسبة کشش‌های قیمتی و مخارجی‌، آزمون همگنی و تقارن برای معادلات هر یک از سیستم‌های تقاضا صورت پذیرفته است. نتایج نشان می‌دهد سیستم تقاضای ان بی آر (NBR) قدرت بیشتری در تبیین رفتار مصرفی خانوارهای شهری ایران دارد و سازگاری آن با خواص نظری سیستم تقاضا در مقایسه با سایر مدل‌ها بیشتر است.
طبقه‌بندی JEL: D11 D12,


[1]. Seemingly Unrelated Regression","['روتردام', 'تقاضای دیفرانسیلی', 'مدل\u200cهای تقاضا', 'AIDS', 'CBS', 'NBR']"
318,استفاده از نقشة علّی بیزین برای بررسی عوامل مؤثر بر تورم در اقتصاد ایران,"['سمیه  نقوی', 'ناصر  شاهنوشی']",https://jte.ut.ac.ir/article_54103_de139701c6b3e6dea21af85467d7e3c1.pdf,"یکی از مهم‏ترین اهداف هر نظام اقتصادی دستیابی به تورم پایین و باثبات و رشد اقتصادی مداوم است. در مطالعة حاضر، نخست، با استفاده از نقشة علّی کامل، عوامل مؤثر بر تورم شناسایی شد. سپس، با استفاده از شبکة علّی بیزین و تعیین احتمالات پیشین و احتمالات پسین در قالب سناریوهای مختلف، به بررسی تأثیر هر یک از این عوامل بر نرخ تورم در اقتصاد ایران پرداخته شد. نتایج تحلیل حساسیت نشان می‏دهد رابطة نرخ تورم با متغیرهای کسری بودجه، نسبت اعتبارات بخش خصوصی به تولید ناخالص داخلی، بدهی دولت، نرخ ارز، اندازة دولت، و نرخ بهره مثبت و با متغیر نرخ رشد اقتصادی منفی است. بنابراین، در راستای نتایج تحقیق، با توجه به اهمیت معضل تورم، اگر بودجة دولت مستقل از درآمدهای نفتی باشد، می‏توان امیدوار بود که استقلال بانک مرکزی می‏تواند گامی در جهت کاهش تورم در اقتصاد ایران باشد.
طبقه‌بندی JEL:E3, E31","['اقتصاد ایران', 'تورم', 'شبکة علّی بیزین']"
319,آزمون ناسازگاری زمانی در اقتصاد ایران,['ایمان  باستانی فر'],https://jte.ut.ac.ir/article_53177_0b470371b6a56e74da80edde8dee1606.pdf,ناسازگاری زمانی به شرایطی گفته می‌شود که ترجیحات یک تصمیم‌گیرندة اقتصادی (دولت یا بنگاه) در یک دورة زمانی با دورة زمانی دیگر متفاوت شود. کیدلند و پرسکات، برندگان جایزة نوبل اقتصاد سال 2004، علت این پدیده را مداخله‌های مصلحت‌گرایانه و کوتاه‌مدت دولت می‌دانند که از طریق افزایش تورم انتظاری باعث رکودِ تورمی در اقتصاد می‌شود. بنابراین، مهم‌ترین اقدام یک برنامه‌ریز یا دولت تغییرِ روش‌ها و ساختار تصمیم‌گیری میان نهادهای تصمیم‌ساز، در اقتصاد کلان، برای کنترل انتظارات تورمی است. در این مقاله، پدیدة ناسازگاری زمانی معرفی، تشریح، و با تأکید بر بخش مالی برای اقتصاد ایران آزمون می‌‌شود. برای آزمون این پدیده بر اساس مبانی نظری الگوی کیدلند و پرسکات (1977)، که مبتنی بر منحنی فیلیپس تعمیم‌یافتة بلندمدت است، از سری زمانی سال‌های 1358 تا 1388 (انتهای برنامة چهارم توسعه)، روش حداقل مربعات معمولی (OLS)، آزمون‌‌های ریشة واحد دیکی فولر تعمیم‌یافته، و روش بردارهای خودرگرسیونی (VAR) استفاده و برای آزمون نقد لوکاس (1972) از رگرسیون‌های بازگشتی و غلتان استفاده شده است. یافته‌های مذکور دلالت بر آن دارد که اقتصاد ایران، به دلیل سیاست‌های مصلحت‌گرایانة مالی، دچار پدیدة ناسازگاری زمانی است.,"['رکودِ تورمی', 'منحنی فیلیپس تعمیم\u200c\u200cیافته', 'ناسازگاری زمانی']"
320,توهّم مالی و تقاضا برای مخارج دولت در اقتصاد ایران,"['مجید  مداح', 'فوزیه  جیحون تبار', 'زهره  رضاپور']",https://jte.ut.ac.ir/article_53179_8b637f8f8cba37bd8435a360473793e8.pdf,بر طبق تئوری‌های انتخاب عمومی، ویژگی‌های ساختار مالیاتی در ادراک رأی‌دهندگان از بار مالیاتی اثر دارد؛ به ‌طوری ‌که رأی‌دهندگان میزان هزینه‌ای را که برای کالاهای عمومی می‌پردازند کمتر از حد واقعی برآورد می‌کنند. بر اساس موضوع توهّم مالی مخارج دولت را می‌توان بررسی کرد. در این مطالعه تلاش شده است رابطة مالیات و مخارج عمومی دولت در اقتصاد ایران طی سال‌های 1360 ـ 1390 بر اساس تئوری‌های انتخاب عمومی بررسی شود تا سطح مخارج دولت در زمینة تقاضای مؤدیان مالیاتی رأی‌دهنده برای کالاهای عمومی نشان داده شود. بدین منظور، از یک مدل استاندارد رأی‌دهندة میانه برای ترکیب توهّم مالی از طریق مالیات‌های کمتر قابل رؤیت (غیرمستقیم) استفاده شد. الگوی تصریح‌شده با استفاده از روش‌های خودتوضیح‌ برداری با وقفه‌های گسترده (ARDL) و الگوی تصحیح خطا (ECM) برآورد شد. یافته‌های پژوهش کسری بودجة دولت را تأیید می‌کند و نشان می‌دهد توهّم مالی در ایران ناشی از سهم زیاد درآمد نفتی در بودجة دولت است، که نوعی مالیات بین نسلی به‌شمار می‌آید و قابلِ رؤیت‌ نبودنِ مالیات با افزایش سطح مخارج دولت همراه نیست.,"['بار مالیات', 'توهّم مالی', 'کالای عمومی', 'مالیات', 'مخارج عمومی']"
321,مدل‌سازی تغییرپذیری قیمت مسکن در ایران و پیش‏بینی رشد قیمت‌‏ها: کاربردی از الگوهای خانوادة ARCH,"['نظر  دهمرده', 'رضا  خاکی']",https://jte.ut.ac.ir/article_53181_e5cb184a794e2934c6cd934f2e17886a.pdf,مسکن یکی از بخش‏های مهم‌ اقتصادی هم از بُعد کلان و هم از بُعد خرد در اقتصاد خانوارهاست. تغییرات قیمت مسکن در ایران از جمله مقولاتی است که در سال‏های اخیر درخور تأمل بوده و در این زمینه مطالعات متعددی دربارة عوامل تعیین‏کنندة عرضه و تقاضای مسکن و نیز قیمت آن انجام شده است. اما، این نوشتار در صدد است با کاربرد مدل‏های واریانس ناهمسان (خانوادة ARCH)، به ارائة مدلی برای نوسانات قیمت مسکن در ایران با استفاده از داده‏های سالیانة دورة زمانی 1350 ـ 1391 بپردازد. نتایج تحقیق حاکی از وجود الگوی نوسانات خوشه‏ای در سری قیمت مسکن است؛ بر اساس مدل‏های واریانس ناهمسان، الگوی EGARCH تطابق بیشتری با داده‏ها دارد و بهترین مدل شرح‏دهندة این نوسانات است. اما، در بحث پیش‏بینی قیمت، آماره‏های ارزیابی عملکرد پیش‏بینی برتری الگوی GARCH را، نسبت به سایر مدل‏ها، تأیید می‏کند؛ بر اساس پیش‏بینی‏های خارج از نمونة این الگو، تلاطم قیمت‏ِ مسکن در سال‏های 1392 تا 1395 به میزان محسوسی کاهش خواهد یافت و قیمت مسکن ثابت خواهد ماند.,"['الگوهای ARCH', 'سری\u200fهای زمانی یک\u200cمتغیره', 'قیمت مسکن', 'نوسانات']"
322,برآورد میزان بهینة اجتماعی گاز دی اکسید گوگرد (SO2) منتشر‌شده از مجتمع مس سرچشمه و مالیات بهینه بر آن,"['سمیه  امیرتیموری', 'صادق  خلیلیان', 'حمید  امیرنژاد', 'علی  محبی']",https://jte.ut.ac.ir/article_53185_09925d0050ba6fdd10483fa5abe17fac.pdf,مجتمع مس سرچشمه بزرگ‏ترین تولیدکنندة مس در ایران است. همراه تولید مس، حجم عظیمی از گاز SO2 در این مجتمع تولید و وارد محیط می‏شود. لذا، در این مطالعه میزان بهینة اجتماعی SO2 منتشر‌شده از این مجتمع و نرخ مالیات بهینه بر آن برآورد شده است. بدین منظور، دو منحنی خسارت نهایی و هزینة نهایی کاهش آلودگی برآورد شدند. تمایل به پرداخت افراد برای کاهش انتشار گاز SO2 از این مجتمع با استفاده از روش ارزش‌گذاری مشروط انتخاب دوگانة یک‌و‌نیم‌بُعدی، به‏منظور برآورد منحنی خسارت نهایی، برآورد شد. به‏منظور برآورد منحنی هزینة نهایی کاهش آلودگی SO2 منتشرشده از این مجتمع، از روش اقتصادی- مهندسی استفاده شد. مقدار بهینة اجتماعی انتشار این گاز تقریباً 6/265290 تن در سال و نرخ بهینة مالیات بر آن 2/12815 ریال به ازای هر تن انتشار SO2 برآورد شد. لذا، اخذ مالیات 2/12815 ریال به ازای هر تن انتشار گاز SO2 یا تعیین مقدار مجاز انتشار 6/265290 تن SO2 در سال، جهت کاهش این آلاینده پیشنهاد می‏شود.,"['تخمین\u200cزن نیمه\u200cپارامتری توزیع آزاد', 'روش یک\u200cو\u200cنیم\u200cبُعدی', 'سطح بهینة اجتماعی آلودگی', 'مالیات', 'مجتمع مس سرچشمه']"
323,اصلاح یارانه‌های انرژی و مسیر زمانی مصارف انرژی (رهیافت مدل DCGE),"['غلامعلی  شرزه ای', 'سید منصور  خلیلی عراقی', 'سجاد  برخورداری']",https://jte.ut.ac.ir/article_53188_ed218f7f22ad8a272c58873a09374352.pdf,اصلاح یارانه‎های انرژی در سال‌های اخیر موجب شده است که در نتیجة واکنش خانوارها و بنگاه‌ها رشد اقتصادی کشور تحت تأثیر قرار بگیرد. هرچند در کوتاه‌مدت مصرف انرژی و رشد اقتصادی کاهش می‌یابد، انتظار می‌رود در میان‌مدت و بلندمدت، بر اثر تعدیل رفتار کارگزاران اقتصادی، رشد اقتصادی افزایش یابد. متناسب با این تغییرات، مصرف انرژی نیز تجربة متفاوتی نسبت به گذشته خواهد داشت. در این مطالعه تلاش شده است تعدیل رفتار کارگزاران اقتصادی در نتیجة اصلاح یارانه‌های انرژی در یک افق بلندمدت در چارچوب مدل تعادل عمومیِ قابلِ محاسبة پویا مدل‌سازی شود و در چارچوب یک الگوی پویا مسیر زمانی مصرف انرژی در هر دو بخش‌ـ مصرف نهایی و مصرف واسطه‌ـ با ارائة سناریوهای مختلف شناسایی گردد. برای حل مدل و اجرایِ سناریوهای مختلف از داده‌های جدول داده- ستادة 1383 و نرم‌افزار GAMS استفاده شد. نتایج حاصل از سناریوهای مختلف نشان می‌دهد که در همة سناریوها مصرف نفت و فرآورده‌های نفتی واکنش شدیدی در مقایسه با سایر انواع انرژی، در نتیجة اصلاح قیمت‌های انرژی در هر دو بخش، خواهند داشت. همچنین، نتایج مطالعه نشان می‌دهد رشد مصرف انرژی در همة سناریوها، در مقایسه با رشد تولید، کُندتر خواهد شد و اقتصاد در دورة میان‌مدت و بلندمدت به مسیر رشد خود بازخواهد گشت. از این رو، حمایت از تسریع تعدیل در رفتار کارگزاران اقتصادی می‌تواند از آثار منفی اصلاح قیمت‌‌های انرژی در رشد اقتصادی کشور بکاهد.,"['پویایی', 'تعادل عمومی', 'تعدیل اقتصادی', 'رشد اقتصادی', 'مصرف انرژی']"
324,همکاری اعضای منتخب مجمع کشورهای صادرکنندة گاز در صادرات LNG رویکرد نظریة بازی‌های همکارانه,['عاطفه  تکلیف'],https://jte.ut.ac.ir/article_53190_d32453a7b41559afe6df1332ac4ef7e8.pdf,پیشرفت‌های اخیر در تولید و انتقال LNG این امکان را فراهم ساخته است که صادرات گاز طبیعی به صورت LNG از اهمیت بسزایی در تجارت جهانی گاز در آینده برخوردار باشد. در این مقاله، با بررسی ساختار هزینة حمل LNG و الگوی جغرافیایی تجارت جهانی آن، ماتریس هزینة حمل LNG از کشورهای منتخب صادرکنندة عضو مجمع به کشورهای منتخب واردکنندة LNG مدون شده است. به کمک این ماتریس، همکاری کشورهای منتخب عضو مجمع در صادرات LNG با رویکرد بازی‌های همکارانه به عنوان یک مطالعة موردی بررسی و، ضمن بیان ائتلاف‌های ممکن، توابع مشخصه و صرفه‌جویی‌های حاصل از ائتلاف محاسبه شده است. تخصیص عقلایی پایدار بر مبنای هستة بازی و تخصیص مازاد صرفه‌جویی بر اساس ارزش‌های شپلی برای عمومی‌ترین ائتلاف ممکن بین کشورهای منتخب نیز محاسبه شده است. این پژوهش را می‌توان نخستین کوششی دانست که در آن، با استفاده از آمارهای واقعی، همکاری کشورهای منتخب مجمع در تجارت LNG با رویکرد نظریة بازی‌های همکارانه بررسی شده است، از این رو، می‌توان از آن برای توصیه‌های سیاستی استفاده نمود.,"['ارزش\u200cهای شپلی', 'بازی\u200cهای همکارانه', 'گاز طبیعی مایع\u200cشده (LNG)', 'مجمع کشورهای صادرکنندة گاز طبیعی (GECF)']"
325,برآورد ارزش در معرض ریسک با وجود ساختار وابستگی بین بازدهی‏های مالی: رهیافت مبتنی بر توابع کاپولا,"['غلامرضا  کشاورز حداد', 'مهرداد  حیرانی']",https://jte.ut.ac.ir/article_53191_39f2f3cabde774a0f403c3d45dc0d90d.pdf,شناسایی ساختار وابستگی بین دارایی‏های مالی و تأثیر آن در سنجه‏های ریسک همچون ارزش در معرض ریسک دارایی‏های مالی از موضوعات مورد توجه محققان است. اما، یکی از چالش‏های موجود بر سر راه این هدف، مدل‏سازی توزیع‏های توأم در ادبیات اقتصاد مالی است. کاپولا‌ها توابع توزیع توأم را به توزیع حاشیه‌ای تکین هر یک از متغیرها متصل کرده و ساختار وابستگی داده‏های چندمتغیره را به‌خوبی توصیف می‏کنند. در این پژوهش با انواع مختلف توابع کاپولا و مدل‏های واریانس ناهمسان شرطی تعمیم‏یافتهْ ساختار وابستگی بین دو شاخص قیمتی محصولات شیمیایی و دارویی بورس تهران در بازة زمانی دی 1383 تا اسفند 1391 ارزیابی می‌شود و تأثیر ساختار وابستگی در برآورد ارزش در معرض ریسک سبد دارایی متشکل از آن‌ها بررسی می‏شود. نتایج تجربی پژوهش نشان می‏دهد وابستگی ساختاری نامتقارنی بین محصولات شیمیایی و دارویی بورس تهران وجود دارد. همچنین، یافته‏ها حاکی از دقت و کفایت بیشتر رهیافتCopula-GARCH نسبت به مدل‏های متداول در پیش‏بینی ارزش در معرض ریسک سبد دارایی همچون M-GARCH، DCC-GARCH، EWMA،و روش‏های شبیه‌سازی تاریخی است.,"['ارزش در معرض ریسک', 'پس\u200fآزمایی', 'تابع کاپولا', 'ساختار وابستگی', 'واریانس ناهمسانی شرطی تعمیم\u200cیافته']"
326,آموزش و منافع اقتصادی تشکیل خانواده: آزمونی از اثر بهره وری متقاطع,['وحید  مهربانی'],https://jte.ut.ac.ir/article_53193_927f216f06ce69b1ab12db1b6ea4a9d5.pdf,بحث و پژوهش در زمینة منافع اقتصادی ازدواج بخشی از مطالعات حوزة اقتصاد خانواده است. در این مقاله به بررسی منافعِ اقتصادی ازدواج به صورت افزایش درآمد زوجین پرداخته شده و فرضیة اصلیِ مبتنی بر آن موسوم است به «اثر بهره‏وری متقاطع». بر پایة این فرضیه، سرمایة انسانی به‌ویژه آموزشِ یکی از زوجین اثر مثبت در سطح درآمد همسر او دارد. شواهد به‌دست‌آمده از شهر تهران در این مطالعه حاکی از آن است که اثر بهره‏وری متقاطع برای هر دوی زوجین وجود دارد، در حالی که در مطالعات خارجی غالباً این ارتباط از زنان به سوی مردان برقرار است. نتایج نشان می‏دهد یک سال افزایش آموزش زنان به طور متوسط به افزایش درآمد شوهران آن‏ها به میزان 85/2 درصد می‌انجامد. در حالی که یک سال افزایش آموزش مردان درآمد همسران آن‏ها را به طور متوسط 3 درصد افزایش می‏دهد. مکمل‌بودن آموزش زوجین از دیگر یافته‏های این مطالعه است.,"['آموزش', 'ازدواج', 'بهره\u200fوری متقاطع', 'درآمد', 'سرمایة انسانی']"
327,بررسی آزمون قانون اوکان در اقتصاد ایران با تأکید ویژه بر ساختار جمعیتی,"['یداله  دادگر', 'روح الله  نظری', 'فاطمه  فهیمی فر']",https://jte.ut.ac.ir/article_53192_0346de550049e6ac92562d5153aa5609.pdf,از موضوعات محوری در اقتصادْ تغییر میزان جمعیت و پیوند آن با دیگر متغیرهاست. چنانچه افزایش جمعیت با تمهیدات اقتصادی لازم سازگار باشد، به بهبود رشد اقتصادی و توسعه می‌انجامد. برعکس، رشد جمعیت بدون توجه به سازگاری دیگر ساختارها می‌تواند مشکل‌آفرین باشد. این مطالعه، با توجه به قانون اوکان، از تلفیق روش‏های سیستم دینامیک و اقتصادسنجی، الگویی را شبیه‌سازی کرده تا عوامل اثرگذار در رشد اقتصادی، قانون اوکان، رفاه اجتماعی، و میزان ازدواج و زاد و ولد را شناسایی نماید. داده‏ها مربوط به دورة ۱۳۵۳ ـ  ۱۳۸۹ و پیش‏بینی‏ها تا افق سال 1404 است. نتایج نشان ‏می‏دهد که متغیّرهای سرمایة انسانی و نیروی کار در رشد اقتصادی اثری مثبت و معنی‏دار دارد. رشد اقتصادی با بیکاری رابطة معکوس دارد. میزان بیکاری و تورم در شاخص رفاه اجتماعی اثر منفی دارد. شاخص رفاه اجتماعی و نسبت زنان 15 تا 44 سال به جمعیت 15 تا 64 سال اثر مثبت و معنی‏داری در ازدواج دارد. اثر سرمایة انسانی در ازدواج منفی است. اثر تورم و درآمد ملی سرانه در زاد و ولد منفی است. بررسی عملکرد تولید ناخالص داخلی با اعمال چهار سناریوی جمعیتی نشان داد که میانگین درصد تغییرات تا سال 1404 بین 17/0- تا 38/0 است.,"['بیکاری', 'جمعیت', 'رشد اقتصادی', 'رفاه اجتماعی', 'قانون اوکان']"
